acc,loss
0.5875,0.062097346782684325
0.5875,0.06592004299163819
0.4875,0.09275585860013962
0.5625,0.0699259839951992
0.35,0.10356985777616501
0.4875,0.07968967854976654
0.6125,0.08225028924643993
0.5,0.07626069784164428
0.6125,0.06545085087418556
0.6375,0.057810266688466075
0.6,0.0722972296178341
0.425,0.10250439941883087
0.3375,0.15883610248565674
0.525,0.0831336073577404
0.5375,0.09024813249707223
0.4625,0.11039281487464905
0.4875,0.08875207342207432
0.55,0.07219043262302875
0.6375,0.0704822801053524
0.55,0.09211465716362
0.5875,0.07486170381307602
0.475,0.12755475267767907
0.4625,0.14237408339977264
0.5,0.09858381524682044
0.55,0.09638702571392059
0.3,0.14131556451320648
0.4375,0.10290397256612778
0.375,0.14039961248636246
0.65,0.05944206640124321
0.4375,0.12389060407876969
0.3625,0.1397186651825905
0.5,0.12332819029688835
0.4625,0.12409325689077377
0.6125,0.08238503150641918
0.4125,0.13743561431765555
0.4125,0.1260424941778183
0.525,0.09714968204498291
0.525,0.0913628801703453
0.525,0.0968938371166587
0.6,0.09878532774746418
0.475,0.1720383107662201
0.4875,0.12179051339626312
0.5,0.12833400517702104
0.4,0.11619642600417138
0.55,0.08568889945745468
0.5125,0.12960737198591232
0.45,0.13629443645477296
0.45,0.1315662994980812
0.6125,0.07975372560322284
0.4375,0.11113766133785248
0.6625,0.0678898885846138
0.4125,0.16645246353000404
0.425,0.12221887558698655
0.55,0.06762124449014664
0.5125,0.11340757757425309
0.3875,0.15394125282764434
0.3625,0.1590877965092659
0.4625,0.11552407890558243
0.3125,0.16593989431858064
0.475,0.12175905704498291
0.425,0.12791538387537002
0.3875,0.11571020483970643
0.4625,0.10506199300289154
0.525,0.10652385130524636
0.425,0.13441130556166173
0.5625,0.09495189003646373
0.6,0.08104119300842286
0.4875,0.15020449906587602
0.5125,0.13129823058843612
0.4375,0.13451734110713004
0.3625,0.13287882804870604
0.3125,0.18451827317476271
0.4,0.15172873586416244
0.475,0.0901169314980507
0.525,0.10707272542640567
0.55,0.10149152055382729
0.4125,0.17450400888919831
0.6,0.08702077902853489
0.5375,0.09954286813735962
0.425,0.11749420464038848
0.4625,0.09556009843945504
0.55,0.11464045643806457
0.5875,0.07759555876255035
0.5,0.13774177096784115
0.525,0.11588454991579056
0.325,0.1725282683968544
0.45,0.13924451023340226
0.5625,0.11983886733651161
0.675,0.06971052885055543
0.6125,0.09248914718627929
0.4625,0.13174442425370217
0.525,0.10472483113408089
0.4875,0.11930137723684311
0.475,0.09649638235569
0.4875,0.10011636689305306
0.55,0.09202873110771179
0.425,0.11030996441841126
0.65,0.07584272176027299
0.4125,0.13897570073604584
0.5,0.10284122824668884
0.425,0.13000634610652922
0.575,0.07352062128484249
0.4375,0.1846322737634182
0.375,0.15497588813304902
0.375,0.1391419142484665
0.4,0.13272340521216391
0.325,0.15449138581752778
0.3,0.1807197719812393
0.4625,0.12134819850325584
0.4625,0.11457529366016388
0.6,0.08100533001124859
0.475,0.1233621321618557
0.5125,0.09760047048330307
0.4875,0.10710783898830414
0.6125,0.09735636711120606
0.5375,0.12285013124346733
0.3,0.19451844394207002
0.4625,0.13515779748558998
0.425,0.1275026187300682
0.5875,0.08446957245469093
0.5125,0.08789960891008378
0.4,0.141812826693058
0.3375,0.1554254237562418
0.6125,0.07787631675601006
0.6625,0.08690632656216621
0.45,0.12956356778740882
0.425,0.1182116523385048
0.475,0.09877779185771943
0.525,0.11526249274611473
0.45,0.12268561646342277
0.5,0.09643321558833122
0.6125,0.08512875428423286
0.5,0.1279777206480503
0.4125,0.14971489906311036
0.4625,0.12521468698978425
0.475,0.13650278523564338
0.55,0.09436042085289956
0.475,0.12073224633932114
0.4,0.16581960916519164
0.5875,0.0824795462191105
0.5,0.13610076606273652
0.6125,0.09518482089042664
0.35,0.15759159326553346
0.475,0.13205198496580123
0.5875,0.09755788147449493
0.525,0.09885922763496638
0.5625,0.1107435192912817
0.3875,0.15472499579191207
0.45,0.11085950806736947
0.6,0.09080551378428936
0.5875,0.09067441895604134
0.5,0.11153788343071938
0.5125,0.09941603168845177
0.325,0.19199032485485076
0.425,0.13164013773202896
0.45,0.10732675939798356
0.3375,0.14855084121227263
0.5625,0.08937476426362992
0.425,0.13807773888111113
0.5875,0.11155183687806129
0.375,0.1318364381790161
0.6375,0.0866767480969429
0.3375,0.18261884450912474
0.5375,0.11434020549058914
0.475,0.1262365072965622
0.45,0.11659170985221863
0.3875,0.1305051900446415
0.3875,0.13764818012714386
0.475,0.11411996185779572
0.65,0.09549576435238123
0.525,0.10905593857169152
0.375,0.1829444020986557
0.4625,0.15658889561891556
0.45,0.11815743967890739
0.35,0.16030349135398864
0.6,0.07868214100599288
0.3,0.18483676314353942
0.5125,0.11264243572950364
0.4,0.16915831118822097
0.5875,0.08404984250664711
0.225,0.1980799436569214
0.325,0.16057305932044982
0.45,0.12890946120023727
0.275,0.1869274526834488
0.5,0.09262351244688034
0.575,0.08482969533652067
0.45,0.1334775596857071
0.6125,0.0777272567152977
0.3625,0.15695868581533431
0.5125,0.12159046083688736
0.25,0.19334468245506287
0.4,0.13214003145694733
0.35,0.13492021411657334
0.6,0.07956028580665589
0.45,0.1407895140349865
0.525,0.09744395390152931
0.3875,0.13422576040029527
0.275,0.20061994791030885
0.5625,0.0970412828028202
0.525,0.10504818558692933
0.6,0.08532214984297752
0.325,0.1425878882408142
0.4875,0.11321017295122146
0.3875,0.14385239779949188
0.5125,0.10175393521785736
0.7125,0.05299577042460442
0.5625,0.1065066309645772
0.3625,0.13521943241357803
0.4,0.1467698473483324
0.45,0.12291124016046524
0.5125,0.13587292581796645
0.5625,0.10604667291045189
0.4125,0.154919995367527
0.3,0.18645630329847335
0.5,0.11194911748170852
0.675,0.06403208971023559
0.3625,0.1452435776591301
0.5375,0.10553579926490783
0.3,0.16125085204839706
0.5875,0.08155435360968114
0.6,0.0720967710018158
0.275,0.23576806783676146
0.55,0.09354367405176163
0.5625,0.11735245808959008
0.4375,0.1623098410665989
0.475,0.09954961240291596
0.4375,0.10517284572124481
