val_acc,val_loss,train_acc,train_loss
10.755208333333334,0.2315664612998565,0.120703125,0.23328568624177326
20.104166666666668,0.20582788210983077,0.19485677083333333,0.21075490998725097
25.416666666666664,0.19012568773080904,0.23248697916666666,0.19841124221372108
29.0234375,0.17909371079877018,0.26370442708333336,0.18831584781097868
28.606770833333332,0.1768873890240987,0.2869466145833333,0.1801661431362542
31.510416666666668,0.1683956606934468,0.30367838541666664,0.17400026061804966
29.127604166666664,0.17432953252767522,0.32086588541666666,0.16893899122175451
32.994791666666664,0.16431066719815135,0.3294596354166667,0.1652062820076632
35.5078125,0.15596012078846494,0.344140625,0.16131704600993543
33.567708333333336,0.1621484979521483,0.35198567708333334,0.15828834416655202
35.833333333333336,0.15342577874350052,0.3548177083333333,0.15581260268033173
38.697916666666664,0.15007860146773358,0.36220703125,0.15331529046331221
39.401041666666664,0.14558084175611535,0.37737630208333334,0.1504663265349033
39.71354166666667,0.1449822627628843,0.3787434895833333,0.1491576663800515
41.067708333333336,0.14197318726219238,0.38811848958333334,0.14713918558554723
41.705729166666664,0.1397781701758504,0.39039713541666665,0.14574317074536036
40.10416666666667,0.14504745815259715,0.3981119791666667,0.1442282879531073
40.611979166666664,0.1432545808299134,0.39700520833333336,0.142848582942194
42.44791666666667,0.13729234058409928,0.40455729166666665,0.14144108253531157
41.966145833333336,0.13892518626526,0.4075846354166667,0.14069533676374704
43.606770833333336,0.13431317635501425,0.41263020833333336,0.13873248969515165
41.86197916666667,0.13714161367776492,0.416796875,0.13797574881658267
45.3125,0.12933096261695026,0.42194010416666666,0.1364448823092971
40.9375,0.14117848710156977,0.42825520833333336,0.13568512387379694
44.114583333333336,0.13246963213508328,0.4307942708333333,0.13480406473778808
45.390625,0.13047189564288905,0.4310221354166667,0.13407046468540404
42.955729166666664,0.1371560303494334,0.4341796875,0.13320200558713016
45.44270833333333,0.12906075349698465,0.4376953125,0.13228012363348776
45.3515625,0.13098117677339663,0.43990885416666664,0.13183287704208244
46.927083333333336,0.12528243262010316,0.43955078125,0.13133138550523046
45.299479166666664,0.13050191723741592,0.44088541666666664,0.130359816463897
47.252604166666664,0.1243609520063425,0.4441731770833333,0.12955241532375414
47.057291666666664,0.12450100061638901,0.4475911458333333,0.12913396471024802
