acc,loss
0.7,0.06285038217902184
0.4875,0.0760358426719904
0.5125,0.0720791146159172
0.3875,0.07388127446174622
0.5375,0.07027110196650029
0.4625,0.07298697084188462
0.625,0.06780245453119278
0.55,0.08067643940448761
0.5375,0.06731386557221412
0.4625,0.0865673504769802
0.4125,0.11016708463430405
0.375,0.10721959471702576
0.3375,0.11009707748889923
0.5875,0.0620406411588192
0.275,0.09740670770406723
0.55,0.0830575667321682
0.5,0.08336166366934776
0.4375,0.09464734196662902
0.525,0.07669583112001419
0.6125,0.06194542422890663
0.5625,0.059742464870214465
0.7375,0.051478315517306326
0.5625,0.06994815208017827
0.325,0.12840017080307006
0.55,0.07749946042895317
0.475,0.10545573458075523
0.425,0.09807206317782402
0.425,0.1176428310573101
0.575,0.08752248287200928
0.5,0.08490340188145637
0.55,0.05999264791607857
0.5625,0.06495541334152222
0.4625,0.08568817675113678
0.4875,0.10130545422434807
0.4875,0.08211254552006722
0.425,0.08971957117319107
0.2,0.21897378712892532
0.575,0.09649345651268959
0.6,0.08553921729326248
0.5125,0.09178804457187653
0.6125,0.07323631532490253
0.4,0.1438109517097473
0.5125,0.09834649488329887
0.4,0.09783832617104053
0.35,0.19839220270514488
0.55,0.08084348514676094
0.4125,0.12742521464824677
0.4,0.11552303284406662
0.3625,0.169378849118948
0.4375,0.11331965513527394
0.5,0.11874113529920578
0.525,0.0784246377646923
0.425,0.1280241221189499
0.5,0.10906109809875489
0.5,0.06780404560267925
0.5125,0.11364990025758744
0.3,0.12527688294649125
0.4,0.18152188137173653
0.5125,0.0738227091729641
0.4,0.17489787489175795
0.4625,0.10353346392512322
0.2875,0.1592756763100624
0.5125,0.09352603778243065
0.3875,0.08783717453479767
0.45,0.09102638065814972
0.4375,0.14083461537957193
0.5125,0.09058832898736
0.4875,0.0981410339474678
0.375,0.1331595480442047
0.4,0.1290847584605217
0.6125,0.06148701198399067
0.225,0.27740203589200974
0.5125,0.09066108725965023
0.4375,0.12218340262770652
0.4125,0.21345470398664473
0.3875,0.13697482347488404
0.6,0.0851236067712307
0.4,0.09654146581888198
0.2625,0.3357124075293541
0.3625,0.10122066140174865
0.4125,0.1225316733121872
0.4625,0.09018696695566178
0.425,0.18877083212137222
0.4125,0.20857283100485802
0.325,0.18402584344148637
0.4625,0.10571245513856412
0.3875,0.09726270139217377
0.5625,0.08542394302785397
0.55,0.07062942013144494
0.3125,0.14189357161521912
0.3375,0.1226597860455513
0.4875,0.09728149473667144
0.3625,0.16517766639590264
0.375,0.1764022707939148
0.425,0.0929570510983467
0.45,0.12299170643091202
0.5125,0.18312992341816425
0.55,0.09103561639785766
0.675,0.06360900551080703
0.375,0.1747395411133766
0.4,0.13188247680664061
0.525,0.12069212570786476
0.4625,0.12082835063338279
0.625,0.07904942333698273
0.6125,0.07473934143781662
0.3625,0.12769752591848374
0.3375,0.15251678079366685
0.5125,0.10617834702134132
0.3875,0.24184425473213195
0.6,0.09705891981720924
0.4,0.14001886993646623
0.35,0.1436449635773897
0.575,0.07810092121362686
0.5125,0.11503813788294792
0.4125,0.16112195402383805
0.375,0.17133093923330306
0.375,0.1603104591369629
0.425,0.11190528869628906
0.4,0.13567037656903266
0.5375,0.11416472718119622
0.2125,0.42173483967781067
0.375,0.1003639429807663
0.5375,0.08087448179721832
0.4875,0.09596719350665808
0.4375,0.12741681821644307
0.175,0.27548013627529144
0.4125,0.09446890354156494
0.5375,0.08295367136597634
0.3625,0.12854084372520447
0.325,0.21290981248021126
0.4,0.09986261501908303
0.3625,0.1301588758826256
0.375,0.13050181418657303
0.5125,0.07736310437321663
0.375,0.123745658993721
0.35,0.15409683510661126
0.425,0.14834412783384324
0.3875,0.12268689721822738
0.5,0.07399622201919556
0.575,0.10228357911109924
0.45,0.10941182598471641
0.225,0.16521789729595185
0.3875,0.14128876775503157
0.4375,0.10900388956069947
0.675,0.0785335622727871
0.125,0.27422878742218015
0.35,0.12510853558778762
0.375,0.16454728096723556
0.4,0.1126115269958973
0.225,0.24647005945444106
0.35,0.1346583753824234
0.3,0.1657732293009758
0.1875,0.22984765619039535
0.4875,0.12850041538476945
0.375,0.10427177250385285
0.525,0.08798450380563735
0.35,0.15200535506010054
0.4625,0.1273551493883133
0.375,0.09508106932044029
0.5375,0.07703193128108979
0.4875,0.08753758277744055
0.2875,0.15437171161174773
0.4625,0.10615209266543388
0.4625,0.13880025669932367
0.4125,0.18963776528835297
0.5125,0.1251097023487091
0.5125,0.12584418356418609
0.35,0.10419671386480331
0.425,0.13777934312820433
0.4625,0.1374761626124382
0.4375,0.12818197906017303
0.375,0.16308085471391678
0.4875,0.10643935091793537
0.45,0.12225570976734161
0.3875,0.20825765430927276
0.475,0.11925652176141739
0.375,0.13923051208257675
0.4375,0.11245645880699158
0.4,0.13467617928981782
0.3,0.1445593848824501
0.3,0.12145046591758728
0.3625,0.1932470455765724
0.35,0.13859038352966307
0.4625,0.12022999748587608
0.225,0.2515372037887573
0.2875,0.1852920636534691
0.275,0.32862660437822344
0.5625,0.11336651407182216
0.2375,0.3718216970562935
0.45,0.10164087042212486
0.225,0.22120473831892012
0.3875,0.1478562206029892
0.4125,0.1475258946418762
0.45,0.11576754674315452
0.4875,0.15395750850439072
0.575,0.08524702712893487
0.4625,0.10617475733160972
0.325,0.23477122858166694
0.575,0.07885223738849163
0.3,0.14015503078699112
0.425,0.1641496006399393
0.35,0.12723788619041443
0.325,0.13370779752731324
0.525,0.10274894163012505
0.575,0.07449220716953278
0.225,0.24535596817731858
0.3,0.14203619658946992
0.4875,0.11360514909029007
0.4125,0.13481912463903428
0.4375,0.12106387168169022
0.45,0.11777556985616684
0.6,0.0777210108935833
0.225,0.4482354402542114
0.4,0.13564520031213761
0.3875,0.17428343445062638
0.35,0.18864805549383162
0.5375,0.08824793547391892
0.45,0.1199102982878685
0.45,0.14742004498839378
0.575,0.1036046639084816
0.5,0.12354001700878144
