val_acc,val_loss,train_acc,train_loss
5.234375,0.24413896662493548,0.05270182291666667,0.24709147193158668
8.372395833333334,0.23517902341360847,0.0791015625,0.23516690286342054
10.703125,0.2263779718739291,0.09013671875,0.22930094352923333
14.049479166666668,0.21693341999004284,0.10589192708333334,0.2239570688456297
17.122395833333336,0.20611445745453238,0.11826171875,0.21867771471540134
17.057291666666664,0.2066859210220476,0.13157552083333332,0.21513407705351711
17.083333333333332,0.2062911870268484,0.13951822916666667,0.2120311058514441
19.518229166666668,0.19914027533183495,0.14664713541666666,0.20915045393630863
19.205729166666664,0.19885606383904814,0.15579427083333333,0.2077633435993145
17.239583333333332,0.20559784717236956,0.15628255208333333,0.20657633463852107
18.111979166666668,0.2009562156473597,0.16061197916666667,0.20495749027468263
18.3203125,0.20028973280762633,0.16487630208333334,0.20329184215515853
18.489583333333336,0.19827269157394767,0.170703125,0.2020752546687921
20.611979166666668,0.19405894788602987,0.17428385416666667,0.2012175436830148
20.234375,0.19313052979608378,0.17965494791666667,0.19897170883292953
22.34375,0.18822839946175615,0.18125,0.19881935525530328
21.041666666666668,0.1892127695803841,0.18626302083333332,0.19700180736059944
24.739583333333336,0.1817528686641405,0.18766276041666666,0.19621349293738605
24.375,0.17996021338428062,0.19215494791666668,0.19514342403660218
23.0859375,0.18211116371676325,0.199609375,0.1936938032352676
21.979166666666668,0.1865803684728841,0.20305989583333334,0.1932045627773429
24.778645833333332,0.1812779908378919,0.20472005208333333,0.19251031784030298
25.846354166666668,0.17586255546969673,0.2060546875,0.1920482619587953
27.890625000000004,0.17229682573427757,0.20823567708333332,0.19107202521214883
25.481770833333332,0.17670188133294384,0.21005859375,0.19053567697216447
25.651041666666668,0.17609007974776128,0.21474609375,0.18908337987959384
27.187499999999996,0.17031028921095034,0.21526692708333334,0.1891149518545717
27.421875,0.17185750347562134,0.221484375,0.18796757499997815
27.65625,0.17308616722002626,0.21780598958333333,0.18811813125697274
28.0078125,0.17153652397294838,0.22272135416666666,0.1873745177562038
27.695312500000004,0.17211711439304053,0.22841796875,0.1870379332957479
29.505208333333332,0.16729554023283225,0.22591145833333334,0.1864033190223078
24.752604166666668,0.17882920587435364,0.227734375,0.18572285392632087
28.658854166666664,0.17001632695707183,0.23059895833333333,0.1853078577085398
28.020833333333332,0.16972623085603117,0.23125,0.18440145844360814
